# Time =     1.96559098E+00 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139988        3.2179518420655785E-008  -0.0000000000000000       -0.0000000000000000     
# Time =     6.95991628E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139928        5.5370053035451220E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     6.97991703E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139988        5.4587811751434335E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     6.99991778E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139931        1.6214143079684887E-008  -0.0000000000000000       -0.0000000000000000     
# Time =     7.01991853E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139993       -5.2892602822233747E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     7.03991928E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139928       -5.6840528629627068E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     7.05992003E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139993       -6.4505652641564847E-008  -0.0000000000000000       -0.0000000000000000     
# Time =     7.07992078E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139928        5.0103650439186922E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     7.09992153E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139990        5.8757830385085313E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     7.11992228E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139934        1.1241029149063062E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     7.13992303E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139990       -4.7019683515826432E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     7.15992378E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139931       -6.0328452504061638E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     7.17992453E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139988       -1.5964569062076108E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     7.19992528E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139931        4.3658922853611677E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     7.21992603E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139985        6.1543191208625718E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     7.23992678E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139934        2.0593344885967100E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     7.25992753E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139985       -4.0041221065900830E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     7.27992828E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139931       -6.2394924035437547E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     7.29992903E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139985       -2.5100081077679712E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     7.31992978E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139934        3.6187940790190769E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     7.33993053E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139988        6.2878685283503152E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     7.35993128E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139936        2.9458221595932651E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     7.37993203E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139988       -3.2121834155301916E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     7.39993279E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139934       -6.2991667908211787E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     7.41993354E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139985       -3.3642098505398508E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     7.43993429E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139934        2.7866899043701324E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     7.45993504E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139985        6.2733258183380424E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     7.47993579E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139936        3.7627062874434637E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     7.49993654E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139988       -2.3448250947678779E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     7.51993729E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139936       -6.2105028892015471E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     7.53993804E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139988       -4.1389652635590955E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     7.55993879E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139931        1.8891961081447400E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     7.57993954E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139988        6.1110737920309494E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     7.59994029E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139934        4.4907710445857064E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     7.61994104E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139988       -1.4224907693406056E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     7.63994179E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139931       -5.9756290481474184E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     7.65994254E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139988       -4.8160530050427760E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     7.67994329E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139931        9.4746242875187738E-008  -0.0000000000000000       -0.0000000000000000     
# Time =     7.69994404E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139990        5.8049729843091428E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     7.71994479E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139931        5.1128968821053962E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     7.73994554E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139988       -4.6691241401783479E-008  -0.0000000000000000       -0.0000000000000000     
# Time =     7.75994629E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139928       -5.6001158312060513E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     7.77994704E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139988       -5.3795568021601069E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     7.79994779E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139931       -1.6324936359958131E-009  -0.0000000000000000       -0.0000000000000000     
# Time =     7.81994854E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139990        5.3622702514454356E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     7.83994929E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139934        5.6144639933764523E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     7.85995004E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139990        4.9940027101990325E-008  -0.0000000000000000       -0.0000000000000000     
# Time =     7.87995079E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139931       -5.0928428988851290E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     7.89995154E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139990       -5.8162390039905136E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     7.91995229E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139931       -9.7946581076755597E-008  -0.0000000000000000       -0.0000000000000000     
# Time =     7.93995304E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139985        4.7934262777590987E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     7.95995379E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139928        5.9836957076708977E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     7.97995455E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139985        1.4536914850761905E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     7.99995530E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139925       -4.4657899720065801E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     8.01995605E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139990       -6.1158522993929251E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     8.03995680E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139922       -1.9192819447248616E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     8.05995755E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139996        4.1118697016872635E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     8.07995830E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139928        6.2119337542011519E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     8.09995905E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139993        2.3734942309585971E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     8.11995980E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139928       -3.7337549861751788E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     8.13996055E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139993       -6.2713786864131515E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     8.15996130E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139931       -2.8136511615679327E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     8.17996205E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139993        3.3336791022750767E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     8.19996280E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139928        6.2938415969005708E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     8.21996355E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139993        3.2371605013351088E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     8.23996430E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139925       -2.9140033439591095E-007  -0.0000000000000000       -0.0000000000000000     
# Time =     8.25996505E+02 (a.u.)
# N_mol        Energy (eV)                   Dipole_x (a.u.)             Dipole_y (a.u.)             Dipole_z (a.u.)
           1  -129.64767303139996       -6.2791954364304032E-007  -0.0000000000000000       -0.0000000000000000     
